Type,Security,Price,Time,DayMovingAverage
Sell,ZBRA,271.22,58:35.7,273.4570888
Sell,DHI,64.345,58:35.9,65.70385987
Sell,PFG,43.325,58:36.1,44.6395928
Sell,XRX,15.245,58:36.3,15.67083603
Sell,ALT,23.67,58:36.5,23.73485806
Sell,GS,201.44,58:36.7,202.8916741
Sell,TRV,114.98,58:36.9,116.7280647
Sell,WIMI,7.43,58:37.2,7.687191652
Sell,CZR,30.23,58:37.4,30.41997652
Sell,COG,18.235,58:37.6,18.26835089
Sell,BA,170.88,58:37.7,171.2848876
Sell,INO,20.79,58:37.9,21.54093532
Sell,KO,48.1,58:38.1,48.42695973
Sell,PSTX,13.11,58:38.3,14.83041522
Sell,DIS,115.99,58:38.5,116.4539289
Sell,MSFT,202.04,58:38.7,202.9513716
